quantity,level,estimate,judge_model,comparison,n_rows,estimate_pp,is_canonical_judge,n_judges,canonical,envelope_min,envelope_max,envelope_width_pp,point_sign_stable,note,canonical_outcome,majority_vote_used,majority_vote_rationale,common_support,judge_coverage,annotation_error_layer,canonical_run_id,gwet_ac1,raw_agreement,psa_mean,psa_min,psa_max,n_units_complete
"paired framing (boundary - regular, complete blocks)",NA,0.01688871358269744,google/gemma-4-31b-it,pairwise: google/gemini-2.5-flash-lite vs google/gemma-4-31b-it,27449,1.6888713582697439,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
overall refusal rate (English),NA,0.05140442274764108,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,5.140442274764108,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,CN,0.16015624999999964,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,16.015624999999964,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,MENA,0.058693910256410145,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,5.869391025641015,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,India,0.009458989805375406,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,0.9458989805375406,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,US,-0.008867344696794382,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,-0.8867344696794381,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,EU,0,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,0,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
"paired framing (boundary - regular, complete blocks)",NA,8.672216660107971e-4,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,0.08672216660107972,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
overall refusal rate (English),NA,0.029691427738715435,nvidia/nemotron-3-nano-30b-a3b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,2.9691427738715435,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,CN,0.09795673076923063,nvidia/nemotron-3-nano-30b-a3b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,9.795673076923062,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,MENA,0.02363782051282052,nvidia/nemotron-3-nano-30b-a3b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,2.363782051282052,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,India,0.011300973123262288,nvidia/nemotron-3-nano-30b-a3b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,1.1300973123262288,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,US,-0.012771065093204987,nvidia/nemotron-3-nano-30b-a3b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,-1.2771065093204987,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,EU,0,nvidia/nemotron-3-nano-30b-a3b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,0,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
"paired framing (boundary - regular, complete blocks)",NA,0.018204362544113825,nvidia/nemotron-3-nano-30b-a3b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-nano-30b-a3b,27449,1.8204362544113826,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
overall refusal rate (English),NA,0.05140544678989391,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,5.140544678989391,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,CN,0.16039232342449514,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,16.039232342449512,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,MENA,0.05788585304332551,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,5.7885853043325515,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,India,0.009419773264710052,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,0.9419773264710052,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,US,-0.008791687634068391,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,-0.8791687634068391,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,EU,0,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,0,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
"paired framing (boundary - regular, complete blocks)",NA,8.560052507046268e-4,google/gemini-2.5-flash-lite,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,0.08560052507046269,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
overall refusal rate (English),NA,0.0443326406358234,nvidia/nemotron-3-super-120b-a12b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,4.43326406358234,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,CN,0.1252186927381841,nvidia/nemotron-3-super-120b-a12b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,12.521869273818409,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,MENA,0.043636293427713316,nvidia/nemotron-3-super-120b-a12b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,4.363629342771332,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,India,0.01422746557240237,nvidia/nemotron-3-super-120b-a12b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,1.4227465572402371,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,US,-0.01678637298414498,nvidia/nemotron-3-super-120b-a12b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,-1.6786372984144982,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,EU,0,nvidia/nemotron-3-super-120b-a12b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,0,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
"paired framing (boundary - regular, complete blocks)",NA,0.018769438119393467,nvidia/nemotron-3-super-120b-a12b,pairwise: google/gemini-2.5-flash-lite vs nvidia/nemotron-3-super-120b-a12b,27429,1.8769438119393467,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
overall refusal rate (English),NA,0.05140544678989391,google/gemini-2.5-flash-lite,all-judge intersection,27429,5.140544678989391,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,CN,0.16039232342449514,google/gemini-2.5-flash-lite,all-judge intersection,27429,16.039232342449512,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,MENA,0.05788585304332551,google/gemini-2.5-flash-lite,all-judge intersection,27429,5.7885853043325515,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,India,0.009419773264710052,google/gemini-2.5-flash-lite,all-judge intersection,27429,0.9419773264710052,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,US,-0.008791687634068391,google/gemini-2.5-flash-lite,all-judge intersection,27429,-0.8791687634068391,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,EU,0,google/gemini-2.5-flash-lite,all-judge intersection,27429,0,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
"paired framing (boundary - regular, complete blocks)",NA,8.560052507046268e-4,google/gemini-2.5-flash-lite,all-judge intersection,27429,0.08560052507046269,TRUE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
overall refusal rate (English),NA,0.03386926245944074,google/gemma-4-31b-it,all-judge intersection,27429,3.386926245944074,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,CN,0.08638171995117366,google/gemma-4-31b-it,all-judge intersection,27429,8.638171995117366,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,MENA,0.0436746410690925,google/gemma-4-31b-it,all-judge intersection,27429,4.36746410690925,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
descriptive home - away,India,0.011249826123243906,google/gemma-4-31b-it,all-judge intersection,27429,1.1249826123243905,FALSE,NA,NA,NA,NA,NA,NA,NA,google/gemini-2.5-flash-lite,FALSE,"no human-validated labels exist, so there is no basis for treating a majority label as ground truth",every comparison uses a sample both/all judges rated; see c17c,English only; no judge-sensitivity estimate exists for the language estimand,DISABLED; draw_latent_labels() refuses to run without validation inputs,smokeJ2,NA,NA,NA,NA,NA,NA
